question,answer,verdict_code,verdict_raw,reasoning,raw_output
What software procedures use attack technique 'T1574.010: Services File Permissions Weakness'?,The software procedures that use attack technique 'T1574.010: Services File Permissions Weakness' are: 'S0089: BlackEnergy',0,no,The answer is incomplete as it only mentions one specific piece of malware (S0089: BlackEnergy) without explaining the general software procedures or contexts in which this attack technique can be used. It does not fully address the question.,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one specific piece of malware (S0089: BlackEnergy) without explaining the general software procedures or contexts in which this attack technique can be used. It does not fully address the question."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1218.015: System Binary Proxy Execution: Electron Applications'? Name them all,1 tactic is used in attack technique 'T1218.015: System Binary Proxy Execution: Electron Applications'. It is: Defense Evasion,0,no,"The answer does not provide a complete list of tactics used in the attack technique 'T1218.015: System Binary Proxy Execution: Electron Applications'. It only mentions one tactic, 'Defense Evasion', which is not comprehensive.","{
  ""reasoning"": ""The answer does not provide a complete list of tactics used in the attack technique 'T1218.015: System Binary Proxy Execution: Electron Applications'. It only mentions one tactic, 'Defense Evasion', which is not comprehensive."",
  ""verdict"": ""no""
}"
What software was used in campaign 'C0010: C0010'?,"The software used in campaign 'C0010: C0010' were: 'S1042: SUGARDUMP', 'S1049: SUGARUSH'",0,no,"The answer does not specify the software used in the campaign 'C0010: C0010'. Instead, it lists two suspicious or malware identifiers 'S1042: SUGARDUMP' and 'S1049: SUGARUSH', which are not directly related to the question asked.","{
  ""reasoning"": ""The answer does not specify the software used in the campaign 'C0010: C0010'. Instead, it lists two suspicious or malware identifiers 'S1042: SUGARDUMP' and 'S1049: SUGARUSH', which are not directly related to the question asked."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0626: P8RAT'?,"The attack techniques used by software 'S0626: P8RAT' are: 'T1001.001: Junk Data', 'T1057: Process Discovery', 'T1105: Ingress Tool Transfer', 'T1497.001: System Checks', 'T1497.003: Time Based Evasion'",0,no,"The answer provides a list of attack techniques used by the software 'S0626: P8RAT', which directly addresses the question. However, it does not explain what these techniques are or how they are used, which could be considered incomplete for a full understanding.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S0626: P8RAT', which directly addresses the question. However, it does not explain what these techniques are or how they are used, which could be considered incomplete for a full understanding."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1049: System Network Connections Discovery'? Name them all,1 tactic is used in attack technique 'T1049: System Network Connections Discovery'. It is: Discovery,0,no,The answer is incomplete as it only mentions one tactic ('Discovery') without listing all the tactics used in the attack technique 'T1049: System Network Connections Discovery'.,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic ('Discovery') without listing all the tactics used in the attack technique 'T1049: System Network Connections Discovery'."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1542: Pre-OS Boot'? Name them all,"2 tactics are used in attack technique 'T1542: Pre-OS Boot'. They are: Defense Evasion, Persistence",0,no,"The answer correctly identifies the number of tactics and names them, but it does not explicitly state that these are the tactics used in the 'T1542: Pre-OS Boot' attack technique as per the MITRE ATT&CK framework.","{
  ""reasoning"": ""The answer correctly identifies the number of tactics and names them, but it does not explicitly state that these are the tactics used in the 'T1542: Pre-OS Boot' attack technique as per the MITRE ATT&CK framework."",
  ""verdict"": ""no""
}"
How many data components can be used to detect attack technique 'T1563: Remote Service Session Hijacking'? Name them all.,"The following 5 data components can be used to detect attack technique 'T1563: Remote Service Session Hijacking': Command Execution, Logon Session Creation, Network Traffic Content, Network Traffic Flow, Process Creation",0,no,"The answer provides a list of data components that can be used to detect the attack technique 'T1563: Remote Service Session Hijacking'. However, it does not specify the exact number of components as asked in the question, and it does not explicitly state that there are 5 components. The answer is close but not fully accurate and complete.","{
  ""reasoning"": ""The answer provides a list of data components that can be used to detect the attack technique 'T1563: Remote Service Session Hijacking'. However, it does not specify the exact number of components as asked in the question, and it does not explicitly state that there are 5 components. The answer is close but not fully accurate and complete."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1190: Exploit Public-Facing Application'? Name them all,1 tactic is used in attack technique 'T1190: Exploit Public-Facing Application'. It is: Initial Access,0,no,The answer is incomplete as it only mentions one tactic (Initial Access) when the question asks for all tactics used in the attack technique 'T1190: Exploit Public-Facing Application'.,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic (Initial Access) when the question asks for all tactics used in the attack technique 'T1190: Exploit Public-Facing Application'."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0059: WinMM'?,The attack groups that used software 'S0059: WinMM' were: 'G0019: Naikon',0,no,"The answer correctly identifies one attack group that used the software 'S0059: WinMM', but it does not address whether there were other attack groups that also used this software.","{
  ""reasoning"": ""The answer correctly identifies one attack group that used the software 'S0059: WinMM', but it does not address whether there were other attack groups that also used this software."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1567.001: Exfiltration to Code Repository'?,The software procedures that use attack technique 'T1567.001: Exfiltration to Code Repository' are: 'S0363: Empire',0,no,The answer is incomplete as it only mentions one piece of software ('S0363: Empire') without providing a comprehensive list of software procedures that use this attack technique. It also lacks context and explanation about what 'S0363: Empire' is.,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one piece of software ('S0363: Empire') without providing a comprehensive list of software procedures that use this attack technique. It also lacks context and explanation about what 'S0363: Empire' is."",
  ""verdict"": ""no""
}"
What software are used by attack group 'G1023: APT5'?,"The software used by attack group 'G1023: APT5' are: 'S0002: Mimikatz', 'S0007: Skeleton Key', 'S0012: PoisonIvy', 'S0032: gh0st RAT', 'S0039: Net', 'S0057: Tasklist', 'S0104: netstat', 'S1050: PcShare', 'S1104: SLOWPULSE', 'S1108: PULSECHECK', 'S1109: PACEMAKER', 'S1110: SLIGHTPULSE', 'S1113: RAPIDPULSE'",0,no,"The answer provides a list of software tools used by the attack group 'G1023: APT5', which directly addresses the question. However, it does not specify the type of software (e.g., post-exploitation tool, remote access tool) or provide any context about the group's activities, which could enhance the completeness of the answer.","{
  ""reasoning"": ""The answer provides a list of software tools used by the attack group 'G1023: APT5', which directly addresses the question. However, it does not specify the type of software (e.g., post-exploitation tool, remote access tool) or provide any context about the group's activities, which could enhance the completeness of the answer."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1548.005: Abuse Elevation Control Mechanism: Temporary Elevated Cloud Access'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1548.005: Abuse Elevation Control Mechanism: Temporary Elevated Cloud Access': M1018: User Account Management,0,no,"The answer only provides one mitigation strategy (M1018: User Account Management) but does not specify the total number of mitigation strategies as asked in the question. It also does not list all the mitigation strategies, which is required by the question.","{
  ""reasoning"": ""The answer only provides one mitigation strategy (M1018: User Account Management) but does not specify the total number of mitigation strategies as asked in the question. It also does not list all the mitigation strategies, which is required by the question."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1087: Account Discovery'?,"The software procedures that use attack technique 'T1087: Account Discovery' are: 'S0445: ShimRatReporter', 'S0658: XCSSET', 'S1065: Woody RAT'",0,no,"The answer correctly lists some software procedures that use the attack technique 'T1087: Account Discovery'. However, it does not provide any context or explanation about what 'T1087: Account Discovery' is, which could be relevant for a more comprehensive understanding.","{
  ""reasoning"": ""The answer correctly lists some software procedures that use the attack technique 'T1087: Account Discovery'. However, it does not provide any context or explanation about what 'T1087: Account Discovery' is, which could be relevant for a more comprehensive understanding."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1059.004: Command and Scripting Interpreter: Unix Shell'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1059.004: Command and Scripting Interpreter: Unix Shell': M1038: Execution Prevention,0,no,"The answer only provides one mitigation strategy (M1038: Execution Prevention) and does not list all possible mitigation strategies as the question asks. It also does not specify the source or context of the mitigation strategy, which is important for completeness.","{
  ""reasoning"": ""The answer only provides one mitigation strategy (M1038: Execution Prevention) and does not list all possible mitigation strategies as the question asks. It also does not specify the source or context of the mitigation strategy, which is important for completeness."",
  ""verdict"": ""no""
}"
How many data components can be used to detect attack technique 'T1653: Power Settings'? Name them all.,"The following 2 data components can be used to detect attack technique 'T1653: Power Settings': Command Execution, File Modification",0,no,"The answer incorrectly identifies the data components. According to the MITRE ATT&CK framework, 'T1653: Power Settings' primarily involves the use of 'Process Creation' and 'Registry Modification' as data components, not 'Command Execution' and 'File Modification'.","{
  ""reasoning"": ""The answer incorrectly identifies the data components. According to the MITRE ATT&CK framework, 'T1653: Power Settings' primarily involves the use of 'Process Creation' and 'Registry Modification' as data components, not 'Command Execution' and 'File Modification'."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0244: Comnie'?,"The attack techniques used by software 'S0244: Comnie' are: 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1027.001: Binary Padding', 'T1027: Obfuscated Files or Information', 'T1049: System Network Connections Discovery', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1087.001: Local Account', 'T1102.002: Bidirectional Communication', 'T1119: Automated Collection', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.009: Shortcut Modification', 'T1573.001: Symmetric Cryptography'",2,yes,"The answer provides a comprehensive list of attack techniques used by the software 'S0244: Comnie', which directly addresses the question. Each technique listed is relevant and specific to the question asked.","{
  ""reasoning"": ""The answer provides a comprehensive list of attack techniques used by the software 'S0244: Comnie', which directly addresses the question. Each technique listed is relevant and specific to the question asked."",
  ""verdict"": ""yes""
}"
What software procedures use attack technique 'T1036.007: Double File Extension'?,"The software procedures that use attack technique 'T1036.007: Double File Extension' are: 'S0534: Bazar', 'S1015: Milan', 'S1111: DarkGate'",0,no,"The answer provides specific examples of malware families that use the attack technique 'T1036.007: Double File Extension', which directly addresses the question. However, it does not explain what software procedures or mechanisms within these malware families utilize this technique.","{
  ""reasoning"": ""The answer provides specific examples of malware families that use the attack technique 'T1036.007: Double File Extension', which directly addresses the question. However, it does not explain what software procedures or mechanisms within these malware families utilize this technique."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1110.002: Password Cracking'?,The software procedures that use attack technique 'T1110.002: Password Cracking' are: 'S0056: Net Crawler',0,no,The answer is incomplete as it only mentions one software procedure ('S0056: Net Crawler') without addressing other potential software procedures that might use this attack technique. It also lacks context and does not provide a clear definition or explanation of the attack technique.,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one software procedure ('S0056: Net Crawler') without addressing other potential software procedures that might use this attack technique. It also lacks context and does not provide a clear definition or explanation of the attack technique."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1072: Software Deployment Tools'? Name them all.,"The following 10 mitigation strategies mitigate attack technique 'T1072: Software Deployment Tools': M1015: Active Directory Configuration, M1033: Limit Software Installation, M1032: Multi-factor Authentication, M1030: Network Segmentation, M1027: Password Policies, M1026: Privileged Account Management, M1029: Remote Data Storage, M1051: Update Software, M1018: User Account Management, M1017: User Training",0,no,"The answer provides a list of 10 mitigation strategies, but it does not explicitly state that these are the only mitigation strategies for 'T1072: Software Deployment Tools'. The question asks to name all mitigation strategies, which implies completeness. However, the answer does not confirm that this list is exhaustive.","{
  ""reasoning"": ""The answer provides a list of 10 mitigation strategies, but it does not explicitly state that these are the only mitigation strategies for 'T1072: Software Deployment Tools'. The question asks to name all mitigation strategies, which implies completeness. However, the answer does not confirm that this list is exhaustive."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1608.004: Stage Capabilities: Drive-by Target'?,The parent technique of attack technique 'T1608.004: Stage Capabilities: Drive-by Target' is 'T1608: Stage Capabilities',2,yes,The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information."",
  ""verdict"": ""yes""
}"
How many data components can be used to detect attack technique 'T1021.003: Remote Services: Distributed Component Object Model'? Name them all.,"The following 3 data components can be used to detect attack technique 'T1021.003: Remote Services: Distributed Component Object Model': Module Load, Network Connection Creation, Process Creation",0,no,"The answer provides the correct number of data components (3) and names two of them (Network Connection Creation, Process Creation) but fails to mention the third component (Module Load).","{
  ""reasoning"": ""The answer provides the correct number of data components (3) and names two of them (Network Connection Creation, Process Creation) but fails to mention the third component (Module Load)."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0078: Psylo'?,"The attack techniques used by software 'S0078: Psylo' are: 'T1041: Exfiltration Over C2 Channel', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer'",2,yes,The answer correctly lists several attack techniques used by the software 'S0078: Psylo'. It directly addresses the question by providing specific techniques without any contradictions or hallucinations.,"{
  ""reasoning"": ""The answer correctly lists several attack techniques used by the software 'S0078: Psylo'. It directly addresses the question by providing specific techniques without any contradictions or hallucinations."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0669: KOCTOPUS'?,The attack groups that used software 'S0669: KOCTOPUS' were: 'G0140: LazyScripter',0,no,"The answer correctly identifies one of the attack groups that used the software 'S0669: KOCTOPUS', but it does not address whether there were other groups that also used this software.","{
  ""reasoning"": ""The answer correctly identifies one of the attack groups that used the software 'S0669: KOCTOPUS', but it does not address whether there were other groups that also used this software."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1036.002: Masquerading: Right-to-Left Override'?,The parent technique of attack technique 'T1036.002: Masquerading: Right-to-Left Override' is 'T1036: Masquerading',2,yes,The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information."",
  ""verdict"": ""yes""
}"
What software procedures use attack technique 'T1203: Exploitation for Client Execution'?,"The software procedures that use attack technique 'T1203: Exploitation for Client Execution' are: 'S0154: Cobalt Strike', 'S0239: Bankshot', 'S0243: DealersChoice', 'S0260: InvisiMole', 'S0331: Agent Tesla', 'S0341: Xbash', 'S0374: SpeakUp', 'S0391: HAWKBALL', 'S0396: EvilBunny', 'S0458: Ramsay', 'S0578: SUPERNOVA', 'S1065: Woody RAT'",0,no,"The answer provides a list of software procedures that use the attack technique 'T1203: Exploitation for Client Execution'. However, it does not explain what these software procedures are or how they use the technique, which could be relevant context.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the attack technique 'T1203: Exploitation for Client Execution'. However, it does not explain what these software procedures are or how they use the technique, which could be relevant context."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1134.001: Token Impersonation/Theft'?,"The groups that used attack technique 'T1134.001: Token Impersonation/Theft' are: 'G0007: APT28', 'G0061: FIN8'",2,yes,"The answer correctly identifies specific groups that have used the attack technique 'T1134.001: Token Impersonation/Theft'. It meets the criteria of factual accuracy, completeness, and relevance.","{
  ""reasoning"": ""The answer correctly identifies specific groups that have used the attack technique 'T1134.001: Token Impersonation/Theft'. It meets the criteria of factual accuracy, completeness, and relevance."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1596.004: Search Open Technical Databases: CDNs'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1596.004: Search Open Technical Databases: CDNs': M1056: Pre-compromise,0,no,"The answer states there is only one mitigation strategy, but it does not list all the strategies. The question asks to name all the mitigation strategies, which implies multiple strategies should be listed.","{
  ""reasoning"": ""The answer states there is only one mitigation strategy, but it does not list all the strategies. The question asks to name all the mitigation strategies, which implies multiple strategies should be listed."",
  ""verdict"": ""no""
}"
How many data components can be used to detect attack technique 'T1657: Financial Theft'? Name them all.,The following 1 data components can be used to detect attack technique 'T1657: Financial Theft': Application Log Content,0,no,"The answer states that only one data component can be used, but it does not name all the components as the question asks. The answer also does not provide the exact name of the data component, which is 'Application Log Content'.","{
  ""reasoning"": ""The answer states that only one data component can be used, but it does not name all the components as the question asks. The answer also does not provide the exact name of the data component, which is 'Application Log Content'."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1059.010: Command and Scripting Interpreter: AutoHotKey & AutoIT'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1059.010: Command and Scripting Interpreter: AutoHotKey & AutoIT': M1038: Execution Prevention,0,no,"The answer provides only one mitigation strategy, M1038: Execution Prevention, which is insufficient as the question asks for all mitigation strategies. Additionally, the answer does not explicitly state that it is providing a complete list.","{
  ""reasoning"": ""The answer provides only one mitigation strategy, M1038: Execution Prevention, which is insufficient as the question asks for all mitigation strategies. Additionally, the answer does not explicitly state that it is providing a complete list."",
  ""verdict"": ""no""
}"
What software are used by attack group 'G1008: SideCopy'?,"The software used by attack group 'G1008: SideCopy' are: 'S1028: Action RAT', 'S1029: AuTo Stealer'",2,yes,The answer correctly identifies the specific pieces of malware used by the attack group 'G1008: SideCopy'. It directly addresses the question without any contradictions or additional irrelevant information.,"{
  ""reasoning"": ""The answer correctly identifies the specific pieces of malware used by the attack group 'G1008: SideCopy'. It directly addresses the question without any contradictions or additional irrelevant information."",
  ""verdict"": ""yes""
}"
Which tactics are used in attack technique 'T1070.009: Indicator Removal: Clear Persistence'? Name them all,1 tactic is used in attack technique 'T1070.009: Indicator Removal: Clear Persistence'. It is: Defense Evasion,0,no,"The answer incorrectly states that only one tactic is used and provides the wrong tactic (Defense Evasion) instead of listing all relevant tactics. The question asks to name all tactics, but the answer does not provide a comprehensive list.","{
  ""reasoning"": ""The answer incorrectly states that only one tactic is used and provides the wrong tactic (Defense Evasion) instead of listing all relevant tactics. The question asks to name all tactics, but the answer does not provide a comprehensive list."",
  ""verdict"": ""no""
}"
What attack techniques are used by attack group 'G0098: BlackTech'?,"The attack techniques used by attack group 'G0098: BlackTech' are: 'T1021.004: SSH', 'T1036.002: Right-to-Left Override', 'T1046: Network Service Discovery', 'T1106: Native API', 'T1190: Exploit Public-Facing Application', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1574.002: DLL Side-Loading', 'T1588.002: Tool', 'T1588.003: Code Signing Certificates', 'T1588.004: Digital Certificates'",2,yes,"The answer provides a list of attack techniques used by 'G0098: BlackTech', which are all valid and relevant to the question. The answer is factual and complete, addressing all parts of the question without any contradictions or hallucinations.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by 'G0098: BlackTech', which are all valid and relevant to the question. The answer is factual and complete, addressing all parts of the question without any contradictions or hallucinations."",
  ""verdict"": ""yes""
}"
What software procedures use attack technique 'T1105: Ingress Tool Transfer'?,"The software procedures that use attack technique 'T1105: Ingress Tool Transfer' are: 'S0009: Hikit', 'S0011: Taidoor', 'S0012: PoisonIvy', 'S0013: PlugX', 'S0015: Ixeshe', 'S0017: BISCUIT', 'S0020: China Chopper', 'S0022: Uroburos', 'S0023: CHOPSTICK', 'S0024: Dyre', 'S0032: gh0st RAT', 'S0042: LOWBALL', 'S0044: JHUHUGIT', 'S0051: MiniDuke', 'S0053: SeaDuke', 'S0054: CloudDuke', 'S0055: RARSTONE', 'S0070: HTTPBrowser', 'S0074: Sakula', 'S0077: CallMe', 'S0078: Psylo', 'S0079: MobileOrder', 'S0080: Mivast', 'S0081: Elise', 'S0082: Emissary', 'S0083: Misdat', 'S0084: Mis-Type', 'S0085: S-Type', 'S0086: ZLib', 'S0087: Hi-Zor', 'S0088: Kasidet', 'S0092: Agent.btz', 'S0093: Backdoor.Oldrea', 'S0094: Trojan.Karagany', 'S0095: ftp', 'S0106: cmd', 'S0109: WEBC2', 'S0115: Crimson', 'S0118: Nidiran', 'S0124: Pisloader', 'S0125: Remsec', 'S0128: BADNEWS', 'S0130: Unknown Logger', 'S0132: H1N1', 'S0134: Downdelph', 'S0137: CORESHELL', 'S0139: PowerDuke', 'S0140: Shamoon', 'S0141: Winnti for Windows', 'S0144: ChChes', 'S0145: POWERSOURCE', 'S0147: Pteranodon', 'S0148: RTM', 'S0150: POSHSPY', 'S0153: RedLeaves', 'S0154: Cobalt Strike', 'S0160: certutil', 'S0164: TDTESS', 'S0166: RemoteCMD', 'S0168: Gazer', 'S0170: Helminth', 'S0171: Felismus', 'S0180: Volgmer', 'S0184: POWRUNER', 'S0185: SEASHARPEE', 'S0187: Daserf', 'S0190: BITSAdmin', 'S0192: Pupy', 'S0196: PUNCHBUGGY', 'S0198: NETWIRE', 'S0199: TURNEDUP', 'S0200: Dipsind', 'S0201: JPIN', 'S0203: Hydraq', 'S0204: Briba', 'S0206: Wiarp', 'S0207: Vasport', 'S0208: Pasam', 'S0210: Nerex', 'S0211: Linfo', 'S0213: DOGCALL', 'S0214: HAPPYWORK', 'S0215: KARAE', 'S0217: SHUTTERSPEED', 'S0218: SLOWDRIFT', 'S0223: POWERSTATS', 'S0226: Smoke Loader', 'S0228: NanHaiShu', 'S0229: Orz', 'S0230: ZeroT', 'S0234: Bandook', 'S0236: Kwampirs', 'S0239: Bankshot', 'S0240: ROKRAT', 'S0241: RATANKBA', 'S0247: NavRAT', 'S0249: Gold Dragon', 'S0250: Koadic', 'S0251: Zebrocy', 'S0254: PLAINTEE', 'S0255: DDKONG', 'S0256: Mosquito', 'S0257: VERMIN', 'S0258: RGDoor', 'S0260: InvisiMole', 'S0262: QuasarRAT', 'S0263: TYPEFRAME', 'S0264: OopsIE', 'S0265: Kazuar', 'S0266: TrickBot', 'S0267: FELIXROOT', 'S0268: Bisonal', 'S0270: RogueRobin', 'S0271: KEYMARBLE', 'S0272: NDiskMonitor', 'S0274: Calisto', 'S0275: UPPERCUT', 'S0283: jRAT', 'S0284: More_eggs', 'S0330: Zeus Panda', 'S0331: Agent Tesla', 'S0332: Remcos', 'S0333: UBoatRAT', 'S0334: DarkComet', 'S0336: NanoCore', 'S0337: BadPatch', 'S0339: Micropsia', 'S0340: Octopus', 'S0341: Xbash', 'S0342: GreyEnergy', 'S0344: Azorult', 'S0345: Seasalt', 'S0347: AuditCred', 'S0348: Cardinal RAT', 'S0351: Cannon', 'S0352: OSX_OCEANLOTUS.D', 'S0353: NOKKI', 'S0354: Denis', 'S0356: KONNI', 'S0360: BONDUPDATER', 'S0363: Empire', 'S0369: CoinTicker', 'S0373: Astaroth', 'S0374: SpeakUp', 'S0376: HOPLIGHT', 'S0379: Revenge RAT', 'S0380: StoneDrill', 'S0381: FlawedAmmyy', 'S0382: ServHelper', 'S0385: njRAT', 'S0386: Ursnif', 'S0387: KeyBoy', 'S0388: YAHOYAH', 'S0390: SQLRat', 'S0394: HiddenWasp', 'S0395: LightNeuron', 'S0396: EvilBunny', 'S0398: HyperBro', 'S0401: Exaramel for Linux', 'S0402: OSX/Shlayer', 'S0404: esentutl', 'S0409: Machete', 'S0412: ZxShell', 'S0414: BabyShark', 'S0428: PoetRAT', 'S0430: Winnti for Linux', 'S0431: HotCroissant', 'S0435: PLEAD', 'S0436: TSCookie', 'S0437: Kivars', 'S0438: Attor', 'S0439: Okrum', 'S0442: VBShower', 'S0444: ShimRat', 'S0445: ShimRatReporter', 'S0447: Lokibot', 'S0450: SHARPSTATS', 'S0451: LoudMiner', 'S0453: Pony', 'S0455: Metamorfo', 'S0456: Aria-body', 'S0457: Netwalker', 'S0459: MechaFlounder', 'S0461: SDBbot', 'S0462: CARROTBAT', 'S0465: CARROTBALL', 'S0468: Skidmap', 'S0469: ABK', 'S0470: BBK', 'S0471: build_downer', 'S0472: down_new', 'S0473: Avenger', 'S0475: BackConfig', 'S0476: Valak', 'S0482: Bundlore', 'S0483: IcedID', 'S0484: Carberp', 'S0486: Bonadan', 'S0487: Kessel', 'S0491: StrongPity', 'S0492: CookieMiner', 'S0493: GoldenSpy', 'S0495: RDAT', 'S0496: REvil', 'S0497: Dacls', 'S0498: Cryptoistic', 'S0499: Hancitor', 'S0500: MCMD', 'S0501: PipeMon', 'S0502: Drovorub', 'S0504: Anchor', 'S0511: RegDuke', 'S0513: LiteDuke', 'S0514: WellMess', 'S0515: WellMail', 'S0516: SoreFang', 'S0518: PolyglotDuke', 'S0520: BLINDINGCAN', 'S0526: KGH_SPY', 'S0527: CSPY Downloader', 'S0528: Javali', 'S0530: Melcoz', 'S0531: Grandoreiro', 'S0532: Lucifer', 'S0533: SLOTHFULMEDIA', 'S0534: Bazar', 'S0546: SharpStage', 'S0547: DropBook', 'S0553: MoleNet', 'S0554: Egregor', 'S0559: SUNBURST', 'S0561: GuLoader', 'S0564: BlackMould', 'S0567: Dtrack', 'S0568: EVILNUM', 'S0569: Explosive', 'S0572: Caterpillar WebShell', 'S0574: BendyBear', 'S0579: Waterbear', 'S0585: Kerrdown', 'S0586: TAINTEDSCRIBE', 'S0587: Penquin', 'S0588: GoldMax', 'S0589: Sibot', 'S0592: RemoteUtilities', 'S0595: ThiefQuest', 'S0596: ShadowPad', 'S0598: P.A.S. Webshell', 'S0599: Kinsing', 'S0600: Doki', 'S0601: Hildegard', 'S0604: Industroyer', 'S0608: Conficker', 'S0610: SideTwist', 'S0613: PS1', 'S0614: CostaBricks', 'S0615: SombRAT', 'S0616: DEATHRANSOM', 'S0624: Ecipekac', 'S0625: Cuba', 'S0626: P8RAT', 'S0627: SodaMaster', 'S0628: FYAnti', 'S0629: RainyDay', 'S0630: Nebulae', 'S0631: Chaes', 'S0632: GrimAgent', 'S0633: Sliver', 'S0635: BoomBox', 'S0636: VaporRage', 'S0639: Seth-Locker', 'S0642: BADFLICK', 'S0643: Peppy', 'S0646: SpicyOmelette', 'S0647: Turian', 'S0648: JSS Loader', 'S0649: SMOKEDHAM', 'S0650: QakBot', 'S0651: BoxCaon', 'S0652: MarkiRAT', 'S0653: xCaon', 'S0657: BLUELIGHT', 'S0658: XCSSET', 'S0659: Diavol', 'S0661: FoggyWeb', 'S0662: RCSession', 'S0663: SysUpdate', 'S0664: Pandora', 'S0665: ThreatNeedle', 'S0666: Gelsemium', 'S0667: Chrommme', 'S0668: TinyTurla', 'S0669: KOCTOPUS', 'S0670: WarzoneRAT', 'S0671: Tomiris', 'S0672: Zox', 'S0674: CharmPower', 'S0680: LitePower', 'S0681: Lizar', 'S0685: PowerPunch', 'S0686: QuietSieve', 'S0687: Cyclops Blink', 'S0688: Meteor', 'S0689: WhisperGate', 'S0691: Neoichor', 'S0692: SILENTTRINITY', 'S0694: DRATzarus', 'S0695: Donut', 'S0696: Flagpro', 'S1012: PowerLess', 'S1013: ZxxZ', 'S1014: DanBot', 'S1015: Milan', 'S1016: MacMa', 'S1017: OutSteel', 'S1018: Saint Bot', 'S1019: Shark', 'S1020: Kevin', 'S1021: DnsSystem', 'S1023: CreepyDrive', 'S1025: Amadey', 'S1026: Mongall', 'S1028: Action RAT', 'S1030: Squirrelwaffle', 'S1034: StrifeWater', 'S1035: Small Sieve', 'S1039: Bumblebee', 'S1044: FunnyDream', 'S1048: macOS.OSAMiner', 'S1059: metaMain', 'S1060: Mafalda', 'S1063: Brute Ratel C4', 'S1064: SVCReady', 'S1065: Woody RAT', 'S1066: DarkTortilla', 'S1074: ANDROMEDA', 'S1081: BADHATCH', 'S1085: Sardonic', 'S1086: Snip3', 'S1087: AsyncRAT', 'S1088: Disco', 'S1089: SharpDisco', 'S1090: NightClub', 'S1099: Samurai', 'S1110: SLIGHTPULSE', 'S1111: DarkGate', 'S1112: STEADYPULSE', 'S1114: ZIPLINE', 'S1115: WIREFIRE', 'S1118: BUSHWALK', 'S1124: SocGholish'",1,uncertain,API Error: 400 Client Error: Bad Request for url: http://localhost:8000/v1/chat/completions,"{""reasoning"": ""API Error: 400 Client Error: Bad Request for url: http://localhost:8000/v1/chat/completions"", ""verdict"": ""uncertain""}"
