,question,answer
5e-323,What attack techniques are used by software 'S0021: Derusbi'?,"The attack techniques used by software 'S0021: Derusbi' are: 'T1008: Fallback Channels', 'T1012: Query Registry', 'T1033: System Owner/User Discovery', 'T1055.001: Dynamic-link Library Injection', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1095: Non-Application Layer Protocol', 'T1113: Screen Capture', 'T1123: Audio Capture', 'T1125: Video Capture', 'T1218.010: Regsvr32', 'T1571: Non-Standard Port', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0659: Diavol'?,"The attack techniques used by software 'S0659: Diavol' are: 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1027.003: Steganography', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1057: Process Discovery', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1135: Network Share Discovery', 'T1485: Data Destruction', 'T1486: Data Encrypted for Impact', 'T1489: Service Stop', 'T1490: Inhibit System Recovery', 'T1491.001: Internal Defacement', 'T1562.001: Disable or Modify Tools'"
4.4e-323,What attack techniques are used by software 'S0200: Dipsind'?,"The attack techniques used by software 'S0200: Dipsind' are: 'T1029: Scheduled Transfer', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1132.001: Standard Encoding', 'T1547.004: Winlogon Helper DLL', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S1088: Disco'?,"The attack techniques used by software 'S1088: Disco' are: 'T1053.005: Scheduled Task', 'T1071.002: File Transfer Protocols', 'T1105: Ingress Tool Transfer', 'T1204.002: Malicious File', 'T1659: Content Injection'"
4.4e-323,What attack techniques are used by software 'S1021: DnsSystem'?,"The attack techniques used by software 'S1021: DnsSystem' are: 'T1005: Data from Local System', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1059.003: Windows Command Shell', 'T1071.004: DNS', 'T1105: Ingress Tool Transfer', 'T1132.001: Standard Encoding', 'T1204.002: Malicious File', 'T1547.001: Registry Run Keys / Startup Folder'"
4.4e-323,What attack techniques are used by software 'S0281: Dok'?,"The attack techniques used by software 'S0281: Dok' are: 'T1027.002: Software Packing', 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol', 'T1056.002: GUI Input Capture', 'T1059.002: AppleScript', 'T1090.003: Multi-hop Proxy', 'T1222.002: Linux and Mac File and Directory Permissions Modification', 'T1543.001: Launch Agent', 'T1547.015: Login Items', 'T1548.003: Sudo and Sudo Caching', 'T1553.004: Install Root Certificate', 'T1557: Adversary-in-the-Middle'"
4.4e-323,What attack techniques are used by software 'S0600: Doki'?,"The attack techniques used by software 'S0600: Doki' are: 'T1020: Automated Exfiltration', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1057: Process Discovery', 'T1059.004: Unix Shell', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1133: External Remote Services', 'T1568.002: Domain Generation Algorithms', 'T1573.002: Asymmetric Cryptography', 'T1610: Deploy Container', 'T1611: Escape to Host'"
5e-323,What attack techniques are used by software 'S0695: Donut'?,"The attack techniques used by software 'S0695: Donut' are: 'T1027.002: Software Packing', 'T1027: Obfuscated Files or Information', 'T1055: Process Injection', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.005: Visual Basic', 'T1059.006: Python', 'T1059.007: JavaScript', 'T1059: Command and Scripting Interpreter', 'T1070: Indicator Removal', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1562.001: Disable or Modify Tools', 'T1620: Reflective Code Loading'"
4.4e-323,What attack techniques are used by software 'S0186: DownPaper'?,"The attack techniques used by software 'S0186: DownPaper' are: 'T1012: Query Registry', 'T1033: System Owner/User Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1547.001: Registry Run Keys / Startup Folder'"
4.4e-323,What attack techniques are used by software 'S0134: Downdelph'?,"The attack techniques used by software 'S0134: Downdelph' are: 'T1001.001: Junk Data', 'T1105: Ingress Tool Transfer', 'T1548.002: Bypass User Account Control', 'T1573.001: Symmetric Cryptography', 'T1574.001: DLL Search Order Hijacking'"
4.4e-323,What attack techniques are used by software 'S0384: Dridex'?,"The attack techniques used by software 'S0384: Dridex' are: 'T1027: Obfuscated Files or Information', 'T1053.005: Scheduled Task', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1090.003: Multi-hop Proxy', 'T1090: Proxy', 'T1106: Native API', 'T1185: Browser Session Hijacking', 'T1204.002: Malicious File', 'T1218.010: Regsvr32', 'T1219: Remote Access Software', 'T1518: Software Discovery', 'T1573.001: Symmetric Cryptography', 'T1573.002: Asymmetric Cryptography', 'T1574.002: DLL Side-Loading'"
5e-323,What attack techniques are used by software 'S0547: DropBook'?,"The attack techniques used by software 'S0547: DropBook' are: 'T1059.003: Windows Command Shell', 'T1059.006: Python', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1567: Exfiltration Over Web Service', 'T1614.001: System Language Discovery'"
4.4e-323,What attack techniques are used by software 'S0502: Drovorub'?,"The attack techniques used by software 'S0502: Drovorub' are: 'T1005: Data from Local System', 'T1014: Rootkit', 'T1027: Obfuscated Files or Information', 'T1041: Exfiltration Over C2 Channel', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1090.001: Internal Proxy', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1547.006: Kernel Modules and Extensions'"
4.4e-323,What attack techniques are used by software 'S0567: Dtrack'?,"The attack techniques used by software 'S0567: Dtrack' are: 'T1005: Data from Local System', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1027.009: Embedded Payloads', 'T1036.005: Match Legitimate Name or Location', 'T1049: System Network Connections Discovery', 'T1055.012: Process Hollowing', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1074.001: Local Data Staging', 'T1078: Valid Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1129: Shared Modules', 'T1140: Deobfuscate/Decode Files or Information', 'T1217: Browser Information Discovery', 'T1543.003: Windows Service', 'T1547: Boot or Logon Autostart Execution', 'T1560: Archive Collected Data', 'T1574: Hijack Execution Flow'"
4.4e-323,What attack techniques are used by software 'S0038: Duqu'?,"The attack techniques used by software 'S0038: Duqu' are: 'T1001.002: Steganography', 'T1010: Application Window Discovery', 'T1016: System Network Configuration Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055.001: Dynamic-link Library Injection', 'T1055.012: Process Hollowing', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1071: Application Layer Protocol', 'T1074.001: Local Data Staging', 'T1078: Valid Accounts', 'T1087.001: Local Account', 'T1090.001: Internal Proxy', 'T1134: Access Token Manipulation', 'T1218.007: Msiexec', 'T1543.003: Windows Service', 'T1560.003: Archive via Custom Method', 'T1572: Protocol Tunneling', 'T1573.001: Symmetric Cryptography'"
5e-323,What attack techniques are used by software 'S0062: DustySky'?,"The attack techniques used by software 'S0062: DustySky' are: 'T1008: Fallback Channels', 'T1027: Obfuscated Files or Information', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1091: Replication Through Removable Media', 'T1113: Screen Capture', 'T1120: Peripheral Device Discovery', 'T1518.001: Security Software Discovery', 'T1518: Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1560.001: Archive via Utility', 'T1570: Lateral Tool Transfer'"
4.4e-323,What attack techniques are used by software 'S0024: Dyre'?,"The attack techniques used by software 'S0024: Dyre' are: 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1027.002: Software Packing', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1053.005: Scheduled Task', 'T1055.001: Dynamic-link Library Injection', 'T1055: Process Injection', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1497.001: System Checks', 'T1518: Software Discovery', 'T1543.003: Windows Service'"
4.4e-323,What attack techniques are used by software 'S0593: ECCENTRICBANDWAGON'?,"The attack techniques used by software 'S0593: ECCENTRICBANDWAGON' are: 'T1027: Obfuscated Files or Information', 'T1056.001: Keylogging', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1074.001: Local Data Staging', 'T1113: Screen Capture'"
5e-323,What attack techniques are used by software 'S0605: EKANS'?,"The attack techniques used by software 'S0605: EKANS' are: 'T1016: System Network Configuration Discovery', 'T1027: Obfuscated Files or Information', 'T1036.005: Match Legitimate Name or Location', 'T1047: Windows Management Instrumentation', 'T1057: Process Discovery', 'T1486: Data Encrypted for Impact', 'T1489: Service Stop', 'T1490: Inhibit System Recovery', 'T1562.001: Disable or Modify Tools'"
4.4e-323,What attack techniques are used by software 'S0064: ELMER'?,"The attack techniques used by software 'S0064: ELMER' are: 'T1057: Process Discovery', 'T1071.001: Web Protocols', 'T1083: File and Directory Discovery'"
4.4e-323,What attack techniques are used by software 'S0568: EVILNUM'?,"The attack techniques used by software 'S0568: EVILNUM' are: 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1070.006: Timestomp', 'T1070: Indicator Removal', 'T1082: System Information Discovery', 'T1102.003: One-Way Communication', 'T1105: Ingress Tool Transfer', 'T1112: Modify Registry', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1539: Steal Web Session Cookie', 'T1547.001: Registry Run Keys / Startup Folder'"
4.4e-323,What attack techniques are used by software 'S0377: Ebury'?,"The attack techniques used by software 'S0377: Ebury' are: 'T1008: Fallback Channels', 'T1014: Rootkit', 'T1020: Automated Exfiltration', 'T1027: Obfuscated Files or Information', 'T1041: Exfiltration Over C2 Channel', 'T1059.006: Python', 'T1071.004: DNS', 'T1083: File and Directory Discovery', 'T1132.001: Standard Encoding', 'T1140: Deobfuscate/Decode Files or Information', 'T1552.004: Private Keys', 'T1553.002: Code Signing', 'T1554: Compromise Host Software Binary', 'T1556.003: Pluggable Authentication Modules', 'T1556: Modify Authentication Process', 'T1562.001: Disable or Modify Tools', 'T1562.006: Indicator Blocking', 'T1568.002: Domain Generation Algorithms', 'T1573.001: Symmetric Cryptography', 'T1574.006: Dynamic Linker Hijacking'"
4.4e-323,What attack techniques are used by software 'S0624: Ecipekac'?,"The attack techniques used by software 'S0624: Ecipekac' are: 'T1027: Obfuscated Files or Information', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1553.002: Code Signing', 'T1574.002: DLL Side-Loading'"
4.4e-323,What attack techniques are used by software 'S0554: Egregor'?,"The attack techniques used by software 'S0554: Egregor' are: 'T1027.002: Software Packing', 'T1033: System Owner/User Discovery', 'T1036.004: Masquerade Task or Service', 'T1039: Data from Network Shared Drive', 'T1049: System Network Connections Discovery', 'T1055: Process Injection', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1069.002: Domain Groups', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1124: System Time Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1197: BITS Jobs', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1219: Remote Access Software', 'T1484.001: Group Policy Modification', 'T1486: Data Encrypted for Impact', 'T1497.003: Time Based Evasion', 'T1497: Virtualization/Sandbox Evasion', 'T1562.001: Disable or Modify Tools', 'T1574.002: DLL Side-Loading'"
5e-323,What attack techniques are used by software 'S0081: Elise'?,"The attack techniques used by software 'S0081: Elise' are: 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1027.013: Encrypted/Encoded File', 'T1036.005: Match Legitimate Name or Location', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1105: Ingress Tool Transfer', 'T1132.001: Standard Encoding', 'T1218.011: Rundll32', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0082: Emissary'?,"The attack techniques used by software 'S0082: Emissary' are: 'T1007: System Service Discovery', 'T1016: System Network Configuration Discovery', 'T1027.001: Binary Padding', 'T1027.013: Encrypted/Encoded File', 'T1055.001: Dynamic-link Library Injection', 'T1059.003: Windows Command Shell', 'T1069.001: Local Groups', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1218.011: Rundll32', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1573.001: Symmetric Cryptography', 'T1615: Group Policy Discovery'"
4.4e-323,What attack techniques are used by software 'S0367: Emotet'?,"The attack techniques used by software 'S0367: Emotet' are: 'T1003.001: LSASS Memory', 'T1016.002: Wi-Fi Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1027.002: Software Packing', 'T1027.009: Embedded Payloads', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1036.004: Masquerade Task or Service', 'T1040: Network Sniffing', 'T1041: Exfiltration Over C2 Channel', 'T1047: Windows Management Instrumentation', 'T1053.005: Scheduled Task', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1071.001: Web Protocols', 'T1078.003: Local Accounts', 'T1087.003: Email Account', 'T1106: Native API', 'T1110.001: Password Guessing', 'T1114.001: Local Email Collection', 'T1114: Email Collection', 'T1132.001: Standard Encoding', 'T1134.001: Token Impersonation/Theft', 'T1135: Network Share Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1210: Exploitation of Remote Services', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1552.001: Credentials In Files', 'T1555.003: Credentials from Web Browsers', 'T1560: Archive Collected Data', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1570: Lateral Tool Transfer', 'T1571: Non-Standard Port', 'T1573.002: Asymmetric Cryptography', 'T1620: Reflective Code Loading'"
5e-323,What attack techniques are used by software 'S0363: Empire'?,"The attack techniques used by software 'S0363: Empire' are: 'T1003.001: LSASS Memory', 'T1016: System Network Configuration Discovery', 'T1020: Automated Exfiltration', 'T1021.003: Distributed Component Object Model', 'T1021.004: SSH', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1040: Network Sniffing', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1056.004: Credential API Hooking', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059: Command and Scripting Interpreter', 'T1068: Exploitation for Privilege Escalation', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1087.002: Domain Account', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1113: Screen Capture', 'T1114.001: Local Email Collection', 'T1115: Clipboard Data', 'T1119: Automated Collection', 'T1125: Video Capture', 'T1127.001: MSBuild', 'T1134.002: Create Process with Token', 'T1134.005: SID-History Injection', 'T1134: Access Token Manipulation', 'T1135: Network Share Discovery', 'T1136.001: Local Account', 'T1136.002: Domain Account', 'T1210: Exploitation of Remote Services', 'T1217: Browser Information Discovery', 'T1482: Domain Trust Discovery', 'T1484.001: Group Policy Modification', 'T1518.001: Security Software Discovery', 'T1543.003: Windows Service', 'T1546.008: Accessibility Features', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.005: Security Support Provider', 'T1547.009: Shortcut Modification', 'T1548.002: Bypass User Account Control', 'T1550.002: Pass the Hash', 'T1552.001: Credentials In Files', 'T1552.004: Private Keys', 'T1555.003: Credentials from Web Browsers', 'T1557.001: LLMNR/NBT-NS Poisoning and SMB Relay', 'T1558.001: Golden Ticket', 'T1558.002: Silver Ticket', 'T1558.003: Kerberoasting', 'T1560: Archive Collected Data', 'T1567.001: Exfiltration to Code Repository', 'T1567.002: Exfiltration to Cloud Storage', 'T1569.002: Service Execution', 'T1573.002: Asymmetric Cryptography', 'T1574.001: DLL Search Order Hijacking', 'T1574.004: Dylib Hijacking', 'T1574.007: Path Interception by PATH Environment Variable', 'T1574.008: Path Interception by Search Order Hijacking', 'T1574.009: Path Interception by Unquoted Path', 'T1615: Group Policy Discovery'"
5e-323,What attack techniques are used by software 'S0634: EnvyScout'?,"The attack techniques used by software 'S0634: EnvyScout' are: 'T1005: Data from Local System', 'T1027.006: HTML Smuggling', 'T1027.013: Encrypted/Encoded File', 'T1036: Masquerading', 'T1059.003: Windows Command Shell', 'T1059.007: JavaScript', 'T1082: System Information Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1187: Forced Authentication', 'T1204.002: Malicious File', 'T1218.011: Rundll32', 'T1480: Execution Guardrails', 'T1564.001: Hidden Files and Directories', 'T1566.001: Spearphishing Attachment'"
4.4e-323,What attack techniques are used by software 'S0091: Epic'?,"The attack techniques used by software 'S0091: Epic' are: 'T1007: System Service Discovery', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1049: System Network Connections Discovery', 'T1055.011: Extra Window Memory Injection', 'T1057: Process Discovery', 'T1069.001: Local Groups', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1124: System Time Discovery', 'T1518.001: Security Software Discovery', 'T1553.002: Code Signing', 'T1560.002: Archive via Library', 'T1560: Archive Collected Data', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0396: EvilBunny'?,"The attack techniques used by software 'S0396: EvilBunny' are: 'T1047: Windows Management Instrumentation', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1124: System Time Discovery', 'T1203: Exploitation for Client Execution', 'T1497.001: System Checks', 'T1497.003: Time Based Evasion', 'T1518.001: Security Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder'"
5e-323,What attack techniques are used by software 'S0152: EvilGrab'?,"The attack techniques used by software 'S0152: EvilGrab' are: 'T1056.001: Keylogging', 'T1113: Screen Capture', 'T1123: Audio Capture', 'T1125: Video Capture', 'T1547.001: Registry Run Keys / Startup Folder'"
4.4e-323,What attack techniques are used by software 'S0401: Exaramel for Linux'?,"The attack techniques used by software 'S0401: Exaramel for Linux' are: 'T1008: Fallback Channels', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1053.003: Cron', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1543.002: Systemd Service', 'T1543: Create or Modify System Process', 'T1548.001: Setuid and Setgid'"
4.4e-323,What attack techniques are used by software 'S0343: Exaramel for Windows'?,"The attack techniques used by software 'S0343: Exaramel for Windows' are: 'T1027.011: Fileless Storage', 'T1036.004: Masquerade Task or Service', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1074.001: Local Data Staging', 'T1112: Modify Registry', 'T1543.003: Windows Service', 'T1560: Archive Collected Data'"
4.4e-323,What attack techniques are used by software 'S0361: Expand'?,"The attack techniques used by software 'S0361: Expand' are: 'T1140: Deobfuscate/Decode Files or Information', 'T1564.004: NTFS File Attributes', 'T1570: Lateral Tool Transfer'"
4.4e-323,What attack techniques are used by software 'S0569: Explosive'?,"The attack techniques used by software 'S0569: Explosive' are: 'T1016: System Network Configuration Discovery', 'T1025: Data from Removable Media', 'T1033: System Owner/User Discovery', 'T1056.001: Keylogging', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1112: Modify Registry', 'T1115: Clipboard Data', 'T1564.001: Hidden Files and Directories', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0181: FALLCHILL'?,"The attack techniques used by software 'S0181: FALLCHILL' are: 'T1001.003: Protocol Impersonation', 'T1016: System Network Configuration Discovery', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1543.003: Windows Service', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0267: FELIXROOT'?,"The attack techniques used by software 'S0267: FELIXROOT' are: 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1047: Windows Management Instrumentation', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1112: Modify Registry', 'T1124: System Time Discovery', 'T1218.011: Rundll32', 'T1518.001: Security Software Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.009: Shortcut Modification', 'T1560: Archive Collected Data'"
4.4e-323,What attack techniques are used by software 'S0618: FIVEHANDS'?,"The attack techniques used by software 'S0618: FIVEHANDS' are: 'T1027.013: Encrypted/Encoded File', 'T1047: Windows Management Instrumentation', 'T1059: Command and Scripting Interpreter', 'T1083: File and Directory Discovery', 'T1135: Network Share Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1486: Data Encrypted for Impact', 'T1490: Inhibit System Recovery'"
5e-323,What attack techniques are used by software 'S0036: FLASHFLOOD'?,"The attack techniques used by software 'S0036: FLASHFLOOD' are: 'T1005: Data from Local System', 'T1025: Data from Removable Media', 'T1074.001: Local Data Staging', 'T1083: File and Directory Discovery', 'T1547.001: Registry Run Keys / Startup Folder', 'T1560.003: Archive via Custom Method'"
4.4e-323,What attack techniques are used by software 'S0173: FLIPSIDE'?,The attack techniques used by software 'S0173: FLIPSIDE' are: 'T1572: Protocol Tunneling'
4.4e-323,What attack techniques are used by software 'S1120: FRAMESTING'?,"The attack techniques used by software 'S1120: FRAMESTING' are: 'T1001.003: Protocol Impersonation', 'T1001: Data Obfuscation', 'T1059.006: Python', 'T1071.001: Web Protocols', 'T1140: Deobfuscate/Decode Files or Information', 'T1505.003: Web Shell', 'T1554: Compromise Host Software Binary'"
5e-323,What attack techniques are used by software 'S0628: FYAnti'?,"The attack techniques used by software 'S0628: FYAnti' are: 'T1027.002: Software Packing', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information'"
5e-323,What attack techniques are used by software 'S0076: FakeM'?,"The attack techniques used by software 'S0076: FakeM' are: 'T1001.003: Protocol Impersonation', 'T1056.001: Keylogging', 'T1095: Non-Application Layer Protocol', 'T1573.001: Symmetric Cryptography'"
5e-323,What attack techniques are used by software 'S0512: FatDuke'?,"The attack techniques used by software 'S0512: FatDuke' are: 'T1005: Data from Local System', 'T1008: Fallback Channels', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1027.001: Binary Padding', 'T1027.002: Software Packing', 'T1027: Obfuscated Files or Information', 'T1036: Masquerading', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1090.001: Internal Proxy', 'T1106: Native API', 'T1140: Deobfuscate/Decode Files or Information', 'T1218.011: Rundll32', 'T1497.003: Time Based Evasion', 'T1547.001: Registry Run Keys / Startup Folder', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0171: Felismus'?,"The attack techniques used by software 'S0171: Felismus' are: 'T1016: System Network Configuration Discovery', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1132.001: Standard Encoding', 'T1518.001: Security Software Discovery', 'T1573.001: Symmetric Cryptography'"
4.4e-323,What attack techniques are used by software 'S0679: Ferocious'?,"The attack techniques used by software 'S0679: Ferocious' are: 'T1059.001: PowerShell', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1082: System Information Discovery', 'T1112: Modify Registry', 'T1120: Peripheral Device Discovery', 'T1497.001: System Checks', 'T1518.001: Security Software Discovery', 'T1546.015: Component Object Model Hijacking'"
4.4e-323,What attack techniques are used by software 'S0120: Fgdump'?,The attack techniques used by software 'S0120: Fgdump' are: 'T1003.002: Security Account Manager'
4.4e-323,What attack techniques are used by software 'S0182: FinFisher'?,"The attack techniques used by software 'S0182: FinFisher' are: 'T1012: Query Registry', 'T1027.001: Binary Padding', 'T1027.002: Software Packing', 'T1027: Obfuscated Files or Information', 'T1036.005: Match Legitimate Name or Location', 'T1055.001: Dynamic-link Library Injection', 'T1056.004: Credential API Hooking', 'T1057: Process Discovery', 'T1070.001: Clear Windows Event Logs', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1113: Screen Capture', 'T1134.001: Token Impersonation/Theft', 'T1140: Deobfuscate/Decode Files or Information', 'T1497.001: System Checks', 'T1518.001: Security Software Discovery', 'T1542.003: Bootkit', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1548.002: Bypass User Account Control', 'T1574.001: DLL Search Order Hijacking', 'T1574.002: DLL Side-Loading', 'T1574.013: KernelCallbackTable'"
4.4e-323,What attack techniques are used by software 'S0355: Final1stspy'?,"The attack techniques used by software 'S0355: Final1stspy' are: 'T1027: Obfuscated Files or Information', 'T1057: Process Discovery', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1547.001: Registry Run Keys / Startup Folder'"
