,question,answer
4.4e-323,What is the target architecture of the AcidRain malware?,The AcidRain malware targets the MIPS architecture.
4.4e-323,What is the association of AcidRain with another malware?,"AcidRain is associated with the VPNFilter malware, which is linked to the Sandworm Team."
4.4e-323,Who is linked to the AcidRain malware?,"The AcidRain malware is linked to Russian government entities and the Sandworm Team, according to US and European government sources, and specifically to the Sandworm Team, according to Ukrainian government sources."
4.4e-323,What is Action RAT?,Action RAT is a remote access tool written in Delphi.
4.4e-323,Who has used Action RAT?,SideCopy has used Action RAT since at least December 2021 against Indian and Afghani government personnel.
4.4e-323,Against whom has Action RAT been used?,Action RAT has been used against Indian and Afghani government personnel.
4.4e-323,What is AdFind?,AdFind is a free command-line query tool designed for gathering information from Active Directory.
4.4e-323,What is the primary function of AdFind?,The primary function of AdFind is to gather information from Active Directory.
4.4e-323,Is AdFind a free tool?,"Yes, AdFind is a free command-line query tool."
5e-323,What is Agent Tesla?,Agent Tesla is a spyware Trojan written for the.NET framework.
4.4e-323,When was Agent Tesla first observed?,Agent Tesla has been observed since at least 2014.
4.4e-323,What is the framework used by Agent Tesla?,Agent Tesla is written for the.NET framework.
4.4e-323,What is the primary method of spreading for the Agent.btz worm?,Agent.btz primarily spreads itself via removable devices such as USB drives.
4.4e-323,What is the reported impact of Agent.btz on U.S. military networks?,Agent.btz reportedly infected U.S. military networks in 2008.
4.4e-323,What is the nature of Agent.btz?,Agent.btz is a worm.
4.4e-323,What is Akira ransomware written in?,Akira ransomware is written in C++.
4.4e-323,What is Akira ransomware most prominently associated with?,Akira ransomware is most prominently associated with a ransomware-as-a-service entity Akira.
4.4e-323,What is the primary function of Akira ransomware?,The primary function of Akira ransomware is to demand ransom in exchange for restoring access to encrypted data.
4.4e-323,What is Amadey?,Amadey is a Trojan bot that has been used since at least October 2018.
4.4e-323,When was Amadey first used?,Amadey was first used at least since October 2018.
4.4e-323,What type of software is Amadey?,Amadey is a type of Trojan bot software.
4.4e-323,What is AppleJeus?,AppleJeus is a family of downloaders initially discovered in 2018 embedded within trojanized cryptocurrency applications.
4.4e-323,Who uses AppleJeus?,"AppleJeus has been used by the Lazarus Group, targeting companies in the energy, finance, government, industry, technology, and telecommunications sectors."
4.4e-323,What is distributed by AppleJeus?,AppleJeus has been used to distribute the FALLCHILL RAT.
4.4e-323,What is AppleSeed?,"AppleSeed is a backdoor that has been used by Kimsuky to target specific South Korean government, academic, and commercial targets since at least 2021."
4.4e-323,Who uses AppleSeed?,"Kimsuky uses AppleSeed to target specific South Korean government, academic, and commercial targets."
4.4e-323,What are the targets of AppleSeed?,"AppleSeed targets specific South Korean government, academic, and commercial entities."
4.4e-323,What is Aria-body?,Aria-body is a custom backdoor that has been used by Naikon since approximately 2017.
4.4e-323,When was Aria-body first used?,Aria-body has been used by Naikon since approximately 2017.
4.4e-323,Who uses Aria-body?,Naikon uses Aria-body.
4.4e-323,What is the primary function of the Arp software?,The primary function of the Arp software is to display and modify information about a system's Address Resolution Protocol (ARP) cache.
4.4e-323,What type of information does the Arp software display and modify?,"The Arp software displays and modifies information about a system's Address Resolution Protocol (ARP) cache, specifically related to Address Resolution Protocol."
4.4e-323,What is the focus of the Arp software's operations?,"The focus of the Arp software's operations is on a system's Address Resolution Protocol (ARP) cache, allowing it to display and modify information related to ARP."
4.4e-323,What is Astaroth?,Astaroth is a Trojan and an information stealer.
4.4e-323,When was Astaroth first publicly known?,Astaroth has been known publicly since at least late 2017.
4.4e-323,What regions are affected by Astaroth?,"Astaroth affects companies in Europe, Brazil, and throughout Latin America."
4.4e-323,What is AsyncRAT?,AsyncRAT is an open-source remote access tool.
4.4e-323,Where was AsyncRAT originally available?,AsyncRAT was originally available through the NYANxCAT Github repository.
4.4e-323,What is the nature of AsyncRAT's use in malicious campaigns?,AsyncRAT has been used in malicious campaigns.
4.4e-323,What is Attor?,Attor is a Windows-based espionage platform that has been in use since 2013.
5e-323,What is the architecture of Attor?,Attor has a loadable plugin architecture to customize functionality for specific targets.
4.4e-323,When was Attor first used?,Attor has been seen in use since 2013.
4.4e-323,What is AuTo Stealer?,AuTo Stealer is malware written in C++.
4.4e-323,Who has been using AuTo Stealer?,SideCopy has been using AuTo Stealer since at least December 2021.
4.4e-323,What is the target of AuTo Stealer?,AuTo Stealer has been targeting government agencies and personnel in India and Afghanistan.
4.4e-323,What is AuditCred?,AuditCred is a malicious DLL that has been used by the Lazarus Group during their 2018 attacks.
4.4e-323,Who used AuditCred?,The Lazarus Group used AuditCred during their 2018 attacks.
4.4e-323,When were AuditCred attacks carried out?,The Lazarus Group carried out their attacks using AuditCred in 2018.
4.4e-323,What is the AutoIt backdoor malware used for?,The AutoIt backdoor malware is used by the actors responsible for the MONSOON campaign to compromise systems.
4.4e-323,What is the legitimate scripting language used by the AutoIt backdoor malware?,"The AutoIt backdoor malware uses the legitimate scripting language for Windows GUI automation, which shares the same name as the malware."
4.4e-323,How did the actors use the AutoIt backdoor malware?,The actors frequently used the AutoIt backdoor malware in weaponized.pps files exploiting CVE-2014-6352.
4.4e-323,What is Avaddon?,Avaddon is a ransomware written in C++ that has been offered as Ransomware-as-a-Service (RaaS) since at least June 2020.
4.4e-323,What programming language is Avaddon written in?,Avaddon is written in C++.
4.4e-323,When did Avaddon start being offered as Ransomware-as-a-Service (RaaS)?,Avaddon has been offered as Ransomware-as-a-Service (RaaS) since at least June 2020.
4.4e-323,What is Avenger?,Avenger is a downloader that has been used by BRONZE BUTLER since at least 2019.
4.4e-323,Who has used Avenger?,BRONZE BUTLER has used Avenger since at least 2019.
4.4e-323,When was Avenger first used?,Avenger has been used by BRONZE BUTLER since at least 2019.
4.4e-323,What is AvosLocker?,AvosLocker is ransomware written in C++ that has been offered via the Ransomware-as-a-Service (RaaS) model.
4.4e-323,When was AvosLocker first observed?,AvosLocker was first observed in June 2021.
4.4e-323,Which sectors have been targeted by AvosLocker?,"AvosLocker has been used against financial services, critical manufacturing, government facilities, and other critical infrastructure sectors in the United States."
4.4e-323,What is Azorult?,Azorult is a commercial Trojan that is used to steal information from compromised hosts.
4.4e-323,When was Azorult first observed in the wild?,Azorult has been observed in the wild as early as 2016.
4.4e-323,What is one of the ways Azorult has been used?,Azorult has been seen used for cryptocurrency theft.
4.4e-323,What is BACKSPACE?,BACKSPACE is a backdoor used by APT30.
4.4e-323,When did BACKSPACE start being used?,BACKSPACE has been used by APT30 since at least 2005.
4.4e-323,Who uses BACKSPACE?,BACKSPACE is used by APT30.
4.4e-323,What is BADCALL?,BADCALL is a Trojan malware variant used by the group Lazarus Group.
4.4e-323,Who uses BADCALL?,The group Lazarus Group uses BADCALL.
4.4e-323,What type of malware is BADCALL?,BADCALL is a Trojan malware variant.
4.4e-323,What is BADFLICK?,BADFLICK is a backdoor used by Leviathan in spearphishing campaigns.
4.4e-323,Who uses BADFLICK?,Leviathan uses BADFLICK in spearphishing campaigns.
4.4e-323,What industries were targeted by BADFLICK?,The U.S. engineering and maritime industries were targeted by BADFLICK in spearphishing campaigns.
4.4e-323,What is BADHATCH?,BADHATCH is a backdoor that has been utilized by FIN8 since at least 2019.
4.4e-323,What industries have been targeted by BADHATCH?,"BADHATCH has been used to target the insurance, retail, technology, and chemical industries in the United States, Canada, South Africa, Panama, and Italy."
4.4e-323,When was BADHATCH first used by FIN8?,BADHATCH has been utilized by FIN8 since at least 2019.
4.4e-323,What is the name of the malware used by the actors responsible for the Patchwork campaign?,"The malware is named BADNEWS, which was given due to its use of RSS feeds, forums, and blogs for command and control."
4.4e-323,What is the unique characteristic of the malware BADNEWS that led to its name?,"The unique characteristic of BADNEWS that led to its name is its use of RSS feeds, forums, and blogs for command and control."
4.4e-323,What is the purpose of the command and control mechanism used by the malware BADNEWS?,"The command and control mechanism used by BADNEWS is used for communication between the malware and its actors, allowing them to issue commands and receive updates."
4.4e-323,What is BBK?,BBK is a downloader that has been used by BRONZE BUTLER since at least 2019.
4.4e-323,Who has used BBK?,BRONZE BUTLER has used BBK since at least 2019.
4.4e-323,When was BBK first used?,BBK has been used by BRONZE BUTLER since at least 2019.
4.4e-323,What is BBSRAT?,BBSRAT is malware with remote access tool functionality.
4.4e-323,What is the functionality of BBSRAT?,"BBSRAT has remote access tool functionality, which allows it to be used in targeted compromises."
4.4e-323,What is BISCUIT?,BISCUIT is a backdoor that has been used by APT1 since as early as 2007.
4.4e-323,Who has used BISCUIT?,BISCUIT has been used by APT1 since as early as 2007.
4.4e-323,When was BISCUIT first used?,BISCUIT has been used by APT1 since as early as 2007.
4.4e-323,What is BITSAdmin?,BITSAdmin is a command line tool used to create and manage BITS Jobs.
4.4e-323,What is the purpose of BITSAdmin?,The purpose of BITSAdmin is to create and manage BITS Jobs using a command line interface.
4.4e-323,What type of jobs can BITSAdmin manage?,"BITSAdmin can manage BITS Jobs, which are created and managed using the command line tool."
4.4e-323,What is BLACKCOFFEE?,BLACKCOFFEE is malware that has been used by Chinese groups since at least 2013.
4.4e-323,When was BLACKCOFFEE first used?,BLACKCOFFEE has been used by Chinese groups since at least 2013.
4.4e-323,Who has used BLACKCOFFEE?,BLACKCOFFEE has been used by Chinese groups.
4.4e-323,What is BLINDINGCAN?,BLINDINGCAN is a remote access Trojan.
4.4e-323,Who has used BLINDINGCAN?,The North Korean government has used BLINDINGCAN since at least early 2020.
4.4e-323,What organizations have been targeted by BLINDINGCAN?,"BLINDINGCAN has been used against defense, engineering, and government organizations in Western Europe and the US."
4.4e-323,What is BLUELIGHT?,BLUELIGHT is a remote access Trojan used by APT37.
4.4e-323,When was BLUELIGHT first observed?,BLUELIGHT was first observed in early 2021.
4.4e-323,Who uses BLUELIGHT?,BLUELIGHT is used by APT37.
4.4e-323,What is BONDUPDATER?,BONDUPDATER is a PowerShell backdoor used by OilRig.
4.4e-323,When was BONDUPDATER first observed?,BONDUPDATER was first observed in November 2017.
4.4e-323,What was the target of the updated version of BONDUPDATER?,The updated version of BONDUPDATER was used to target a government organization with spearphishing emails.
4.4e-323,What is the purpose of the BOOSTWRITE loader?,The purpose of the BOOSTWRITE loader is to be launched via the abuse of the DLL search order of applications used by FIN7.
4.4e-323,How is the BOOSTWRITE loader typically launched?,The BOOSTWRITE loader is typically launched via the abuse of the DLL search order of applications used by FIN7.
4.4e-323,What is the target of the BOOSTWRITE loader?,The target of the BOOSTWRITE loader is the DLL search order of applications used by FIN7.
5e-323,What is the type of malware that BOOTRASH is?,BOOTRASH is a Bootkit.
4.4e-323,What is the primary target of BOOTRASH?,The primary target of BOOTRASH is Windows operating systems.
4.4e-323,What sector does BOOTRASH primarily target?,BOOTRASH primarily targets the financial sector.
4.4e-323,What is BS2005?,BS2005 is malware that was used by Ke3chang in spearphishing campaigns.
4.4e-323,Who used BS2005?,Ke3chang used BS2005 in spearphishing campaigns.
4.4e-323,When was BS2005 used?,BS2005 was used in spearphishing campaigns since at least 2011.
4.4e-323,What is BUBBLEWRAP?,"BUBBLEWRAP is a full-featured, second-stage backdoor used by the admin@338 group."
4.4e-323,What is the purpose of BUBBLEWRAP?,"BUBBLEWRAP is set to run when the system boots and includes functionality to check, upload, and register plug-ins that can further enhance its capabilities."
4.4e-323,Who uses BUBBLEWRAP?,BUBBLEWRAP is used by the admin@338 group.
4.4e-323,What is BUSHWALK?,BUSHWALK is a web shell written in Perl.
4.4e-323,What is the purpose of BUSHWALK?,BUSHWALK was inserted into the legitimate querymanifest.cgi file on compromised Ivanti Connect Secure VPNs during Cutting Edge.
4.4e-323,What is the programming language used to develop BUSHWALK?,BUSHWALK is written in Perl.
4.4e-323,What is Babuk?,Babuk is a Ransomware-as-a-service (RaaS) malware that has been used since at least 2021.
4.4e-323,What is the approach of Babuk operators?,The operators of Babuk employ a 'Big Game Hunting' approach to targeting major enterprises.
4.4e-323,What is the purpose of Babuk's leak site?,Babuk's leak site is used to post stolen data as part of their extortion scheme.
4.4e-323,What is the type of malware family associated with North Korean campaigns?,BabyShark is a Microsoft Visual Basic (VB) script-based malware family
5e-323,What is the programming language used to develop the BabyShark malware?,The BabyShark malware is developed using Microsoft Visual Basic (VB) scripting language
4.4e-323,What is the primary characteristic of the BabyShark malware?,The primary characteristic of the BabyShark malware is its association with North Korean campaigns
4.4e-323,What is BackConfig?,BackConfig is a custom Trojan with a flexible plugin architecture.
4.4e-323,What is the architecture of BackConfig?,BackConfig has a flexible plugin architecture.
4.4e-323,Who has used BackConfig?,Patchwork has used BackConfig.
4.4e-323,What is Backdoor.Oldrea?,Backdoor.Oldrea is a modular backdoor used by Dragonfly against energy companies since at least 2013.
4.4e-323,How was Backdoor.Oldrea distributed?,Backdoor.Oldrea was distributed via supply chain compromise.
5e-323,What specialized modules did Backdoor.Oldrea include?,"Backdoor.Oldrea included specialized modules to enumerate and map ICS-specific systems, processes, and protocols."
5e-323,What is Bad Rabbit?,Bad Rabbit is a self-propagating ransomware.
4.4e-323,What sectors did Bad Rabbit affect?,Bad Rabbit affected the Ukrainian transportation sector.
4.4e-323,Who else did Bad Rabbit target?,Bad Rabbit also targeted organizations and consumers in Russia.
4.4e-323,What is BadPatch?,BadPatch is a Windows Trojan that was used in a Gaza Hackers-linked campaign.
4.4e-323,What type of software is BadPatch?,BadPatch is a Windows Trojan.
4.4e-323,Who was involved in the campaign that used BadPatch?,The Gaza Hackers were involved in the campaign that used BadPatch.
4.4e-323,What is Bandook?,Bandook is a commercially available Remote Access Trojan (RAT) written in Delphi and C++.
4.4e-323,Who has used Bandook?,"Bandook has been used by Dark Caracal, as well as in a separate campaign referred to as 'Operation Manul', against government, financial, energy, healthcare, education, IT, and legal organizations in the US, South America, Europe, and Southeast Asia."
4.4e-323,When was Bandook first available?,Bandook has been available since at least 2007.
4.4e-323,What is Bankshot?,Bankshot is a remote access tool (RAT) that was first reported by the Department of Homeland Security in December of 2017.
4.4e-323,Who used Bankshot in attacks against the Turkish financial sector?,Lazarus Group used the Bankshot implant in attacks against the Turkish financial sector in 2018.
4.4e-323,When was Bankshot first reported?,Bankshot was first reported by the Department of Homeland Security in December of 2017.
4.4e-323,What is Bazar?,Bazar is a downloader and backdoor that has been used since at least April 2020.
4.4e-323,What industries have been targeted by Bazar?,"Bazar's infections primarily target professional services, healthcare, manufacturing, IT, logistics, and travel companies across the US and Europe."
4.4e-323,What is the potential impact of Bazar?,"Bazar can be used to deploy additional malware, including ransomware, and to steal sensitive data."
4.4e-323,What is the purpose of BendyBear?,BendyBear is an x64 shellcode designed to download malware from a command and control (C2) server.
4.4e-323,When was BendyBear first discovered?,BendyBear was first discovered in August 2020.
4.4e-323,What malware does BendyBear share features with?,"BendyBear shares features with Waterbear, malware previously attributed to the Chinese cyber espionage group BlackTech."
4.4e-323,What is Bisonal?,Bisonal is a remote access tool (RAT) that enables attackers to access and control computers remotely.
4.4e-323,Who uses Bisonal?,"Bisonal has been used by Tonto Team against public and private sector organizations in Russia, South Korea, and Japan."
5e-323,When was Bisonal first used?,"Bisonal was first used by Tonto Team against public and private sector organizations in Russia, South Korea, and Japan since at least December 2010."
4.4e-323,What is BitPaymer?,BitPaymer is a ransomware variant that was first observed in August 2017.
4.4e-323,What is unique about BitPaymer's encryption and ransom note?,"BitPaymer uses a unique encryption key, ransom note, and contact information for each operation."
4.4e-323,How is BitPaymer often delivered?,BitPaymer is often delivered via Dridex.
4.4e-323,What is the programming language used to write the Black Basta ransomware?,The Black Basta ransomware is written in C++.
4.4e-323,What is the business model used by the Black Basta ransomware operators?,The Black Basta ransomware operators use the ransomware-as-a-service (RaaS) model.
4.4e-323,What is the technique used by the Black Basta ransomware operators to extort victims?,"The Black Basta ransomware operators use the double extortion technique, where they demand ransom for decrypting the files of targeted organizations and threaten to post sensitive information to a leak site if the ransom is not paid."
4.4e-323,What is BlackCat ransomware?,BlackCat is a ransomware written in Rust that has been offered via the Ransomware-as-a-Service (RaaS) model.
4.4e-323,When was BlackCat first observed?,BlackCat was first observed in November 2021.
4.4e-323,What regions and countries has BlackCat been used to target?,"BlackCat has been used to target multiple sectors and organizations in Africa, the Americas, Asia, Australia, and Europe."
4.4e-323,What is BlackEnergy?,BlackEnergy is a malware toolkit that has been used by both criminal and APT actors.
4.4e-323,When did BlackEnergy first appear?,BlackEnergy dates back to at least 2007.
4.4e-323,What was the original purpose of BlackEnergy?,BlackEnergy was originally designed to create botnets for use in conducting Distributed Denial of Service (DDoS) attacks.
4.4e-323,What is BlackMould?,BlackMould is a web shell based on China Chopper for servers running Microsoft IIS.
4.4e-323,When was BlackMould first reported?,BlackMould was first reported in December 2019.
4.4e-323,Who has used BlackMould in malicious campaigns?,GALLIUM has used BlackMould in malicious campaigns against telecommunication providers.
4.4e-323,What is BloodHound?,BloodHound is an Active Directory reconnaissance tool designed to reveal hidden relationships and identify attack paths within an Active Directory environment.
4.4e-323,What does BloodHound do?,"BloodHound can reveal hidden relationships and identify attack paths within an Active Directory environment, allowing attackers to gain a deeper understanding of the network's security posture."
4.4e-323,What is the purpose of BloodHound in an Active Directory environment?,"The purpose of BloodHound in an Active Directory environment is to provide attackers with a tool to reveal hidden relationships and identify attack paths, enabling them to exploit vulnerabilities and gain unauthorized access."
4.4e-323,What is Bonadan?,Bonadan is a malicious version of OpenSSH that acts as a custom backdoor.
5e-323,When did Bonadan become active?,Bonadan has been active since at least 2018.
4.4e-323,What features does Bonadan combine?,Bonadan combines a new cryptocurrency-mining module with the same credential-stealing module used by the Onderon family of backdoors.
4.4e-323,What is BoomBox?,BoomBox is a downloader responsible for executing next stage components.
4.4e-323,Who has used BoomBox?,APT29 has used BoomBox since at least 2021.
4.4e-323,What is the purpose of BoomBox?,BoomBox is responsible for executing next stage components.
4.4e-323,What is BoxCaon?,BoxCaon is a Windows backdoor that was used by IndigoZebra in a 2021 spearphishing campaign against Afghan government officials.
4.4e-323,Who used BoxCaon?,IndigoZebra used BoxCaon in a 2021 spearphishing campaign against Afghan government officials.
4.4e-323,What is the origin of BoxCaon's name?,BoxCaon's name stems from similarities shared with the malware family xCaon.
4.4e-323,What is Brave Prince?,Brave Prince is a Korean-language implant that was first observed in the wild in December 2017.
4.4e-323,What was Brave Prince seen with during the 2018 Pyeongchang Winter Olympics?,Brave Prince was seen along with Gold Dragon and RunningRAT in operations surrounding the 2018 Pyeongchang Winter Olympics.
4.4e-323,What is Briba?,Briba is a trojan used by Elderwood to open a backdoor and download files onto compromised hosts.
4.4e-323,What is the purpose of Briba?,The primary purpose of Briba is to open a backdoor and download files onto compromised hosts.
4.4e-323,Who uses Briba?,Briba is used by Elderwood.
4.4e-323,What is Brute Ratel C4?,Brute Ratel C4 is a commercial red-teaming and adversarial attack simulation tool.
4.4e-323,What is the purpose of Brute Ratel C4?,"Brute Ratel C4 was designed to enable arbitrary command execution for lateral movement, privilege escalation, and persistence."
4.4e-323,How did Brute Ratel C4 become widely used?,"A cracked version of Brute Ratel C4 was leaked in the cybercriminal underground in September 2022, leading to its use by threat actors."
4.4e-323,What is Bumblebee?,Bumblebee is a custom loader written in C++ that has been used by multiple threat actors to download and execute additional payloads since at least March 2022.
4.4e-323,What is the purpose of Bumblebee?,Bumblebee is designed to download and execute additional payloads since at least March 2022.
4.4e-323,What ransomware operations has Bumblebee been linked to?,"Bumblebee has been linked to ransomware operations including Conti, Quantum, and Mountlocker."
4.4e-323,What is Bundlore?,Bundlore is an adware written for macOS that has been in use since at least 2015.
4.4e-323,What features does Bundlore have?,Bundlore has features associated with more traditional backdoors.
4.4e-323,When was Bundlore first used?,Bundlore has been in use since at least 2015.
4.4e-323,What is CALENDAR malware used for?,CALENDAR malware is used by APT1 to mimic legitimate Gmail Calendar traffic.
4.4e-323,Who uses CALENDAR malware?,APT1 uses CALENDAR malware.
4.4e-323,What does CALENDAR malware mimic?,CALENDAR malware mimics legitimate Gmail Calendar traffic.
4.4e-323,What is CARROTBALL?,CARROTBALL is an FTP downloader utility.
4.4e-323,When was CARROTBALL first used?,CARROTBALL has been in use since at least 2019.
4.4e-323,What is CARROTBALL used for?,CARROTBALL has been used as a downloader to install SYSCON.
4.4e-323,What is CARROTBAT?,CARROTBAT is a customized dropper that has been in use since at least 2017.
4.4e-323,What is CARROTBAT used for?,CARROTBAT has been used to install SYSCON.
4.4e-323,Is CARROTBAT related to KONNI?,CARROTBAT has infrastructure overlap with KONNI.
4.4e-323,What is CCBkdr?,CCBkdr is malware that was injected into a signed version of CCleaner and distributed from CCleaner's distribution website.
4.4e-323,How was CCBkdr distributed?,CCBkdr was distributed from CCleaner's distribution website after being injected into a signed version of CCleaner.
4.4e-323,What was CCleaner's role in the distribution of CCBkdr?,"CCleaner was used as a vector for the distribution of CCBkdr, as the malware was injected into a signed version of the software and then distributed from CCleaner's distribution website."
4.4e-323,What is the malware family used by APT28?,CHOPSTICK is the malware family used by APT28.
4.4e-323,When was CHOPSTICK malware first used?,CHOPSTICK malware has been used since at least 2012.
4.4e-323,What types of operating systems does CHOPSTICK malware target?,CHOPSTICK malware targets both Windows and Linux operating systems.
5e-323,What is COATHANGER?,COATHANGER is a remote access tool (RAT) targeting FortiGate networking appliances.
4.4e-323,When was COATHANGER first used?,COATHANGER was first used in 2023.
4.4e-323,Who is believed to be behind the development of COATHANGER?,A high confidence assessment links this malware to a state-sponsored entity in the People's Republic of China.
4.4e-323,What is CORALDECK?,CORALDECK is an exfiltration tool used by APT37.
4.4e-323,Who uses CORALDECK?,APT37 uses CORALDECK.
4.4e-323,What is the purpose of CORALDECK?,The purpose of CORALDECK is to facilitate exfiltration.
4.4e-323,What is CORESHELL?,CORESHELL is a downloader used by APT28.
4.4e-323,What is the older version of CORESHELL?,The older versions of this malware are known as SOURFACE.
4.4e-323,What is the newer version of CORESHELL?,Newer versions of this malware are known as CORESHELL.
4.4e-323,What is the purpose of CSPY Downloader?,CSPY Downloader is a tool designed to evade analysis and download additional payloads used by Kimsuky.
4.4e-323,What is the primary function of CSPY Downloader?,The primary function of CSPY Downloader is to evade analysis and download additional payloads.
4.4e-323,Who uses the payloads downloaded by CSPY Downloader?,The payloads downloaded by CSPY Downloader are used by Kimsuky.
4.4e-323,What is Cachedump?,Cachedump is a publicly-available tool that extracts cached password hashes from a system's registry.
4.4e-323,What does Cachedump extract from a system?,Cachedump extracts cached password hashes from a system's registry.
4.4e-323,What is the purpose of Cachedump?,"The purpose of Cachedump is to extract cached password hashes from a system's registry, which can be used by attackers."
4.4e-323,What is CaddyWiper?,CaddyWiper is a destructive data wiper that has been used in attacks against organizations in Ukraine since at least March 2022.
4.4e-323,When was CaddyWiper first used in attacks?,CaddyWiper has been used in attacks against organizations in Ukraine since at least March 2022.
4.4e-323,What is the primary purpose of CaddyWiper?,"The primary purpose of CaddyWiper is to wipe data, as it is a destructive data wiper."
5e-323,What is Cadelspy?,Cadelspy is a backdoor that has been used by APT39.
4.4e-323,Who has used Cadelspy?,APT39 has used Cadelspy as a backdoor.
5e-323,What is the purpose of Cadelspy?,Cadelspy is designed to be used as a backdoor by APT39.
4.4e-323,What is Calisto?,Calisto is a macOS Trojan that opens a backdoor on the compromised machine.
4.4e-323,When was Calisto first developed?,Calisto is believed to have first been developed in 2016.
4.4e-323,What is the primary function of Calisto?,Calisto opens a backdoor on the compromised machine.
4.4e-323,What is CallMe?,CallMe is a Trojan designed to run on Apple OSX.
4.4e-323,What is the basis of CallMe?,CallMe is based on a publicly available tool called Tiny SHell.
4.4e-323,What is the operating system that CallMe is designed to run on?,CallMe is designed to run on Apple OSX.
4.4e-323,What is Cannon?,Cannon is a Trojan with variants written in C# and Delphi.
4.4e-323,When was Cannon first observed?,Cannon was first observed in April 2018.
4.4e-323,What programming languages are used to write Cannon's variants?,Cannon's variants are written in C# and Delphi.
4.4e-323,What is the primary purpose of the Carbanak software?,"The primary purpose of the Carbanak software is intended for espionage, data exfiltration, and providing remote access to infected machines."
4.4e-323,What is the nature of the Carbanak software?,"The Carbanak software is a full-featured, remote backdoor."
4.4e-323,Who uses the Carbanak software?,"The Carbanak software is used by a group of the same name, namely Carbanak."
4.4e-323,What is Carberp?,Carberp is a credential and information stealing malware that has been active since at least 2009.
4.4e-323,When did Carberp's source code get leaked online?,Carberp's source code was leaked online in 2013.
4.4e-323,What was the foundation for the Carbanak backdoor?,"The Carbanak backdoor was founded on the source code of Carberp, which was leaked online in 2013."
4.4e-323,What is Carbon?,"Carbon is a sophisticated, second-stage backdoor and framework that can be used to steal sensitive information from victims."
4.4e-323,Who uses Carbon?,Carbon has been selectively used by Turla to target government and foreign affairs-related organizations in Central Asia.
4.4e-323,What is the purpose of Carbon?,Carbon can be used to steal sensitive information from victims.
4.4e-323,What is Cardinal RAT?,Cardinal RAT is a remote access trojan (RAT) observed since December 2015.
4.4e-323,What is unique about Cardinal RAT's utilization of code?,Cardinal RAT uniquely utilizes uncompiled C# source code and the Microsoft Windows built-in csc.exe compiler.
4.4e-323,When was Cardinal RAT first observed?,Cardinal RAT was first observed in December 2015.
4.4e-323,What is the primary function of the Catchamas software?,The primary function of the Catchamas software is to steal information from compromised systems.
4.4e-323,What type of system is targeted by the Catchamas software?,The Catchamas software targets Windows systems.
4.4e-323,What is the purpose of stealing information from compromised systems by the Catchamas software?,The purpose of stealing information from compromised systems by the Catchamas software is to obtain sensitive data.
4.4e-323,Who created the Caterpillar WebShell tool?,The Caterpillar WebShell tool was created by the group Volatile Cedar.
4.4e-323,What is the Caterpillar WebShell tool?,The Caterpillar WebShell tool is a self-developed Web Shell tool.
4.4e-323,What is the purpose of the description of the Caterpillar WebShell tool?,The purpose of the description of the Caterpillar WebShell tool is to provide information about the tool's characteristics and origin.
4.4e-323,What is ChChes?,ChChes is a Trojan that appears to be used exclusively by menuPass.
4.4e-323,What was the purpose of ChChes?,"ChChes was likely intended as a first-stage tool, as it lacks persistence methods."
4.4e-323,Who were the targets of ChChes?,ChChes was used to target Japanese organizations in 2016.
4.4e-323,What is Chaes?,Chaes is a multistage information stealer written in several programming languages.
4.4e-323,What type of information does Chaes collect?,"Chaes collects login credentials, credit card numbers, and other financial information."
4.4e-323,When was Chaes first observed?,Chaes was first observed in 2020.
4.4e-323,What is the primary method of compromise used by the Chaos malware?,The primary method of compromise used by the Chaos malware is through brute force attacks against SSH services.
4.4e-323,What is the purpose of the reverse shell provided by the Chaos malware?,"The purpose of the reverse shell provided by the Chaos malware is to provide a means of communication between the compromised system and its controllers, triggered by unsolicited packets."
5e-323,What type of system is targeted by the Chaos malware?,The Chaos malware targets Linux systems.
4.4e-323,What is CharmPower?,"CharmPower is a PowerShell-based, modular backdoor."
5e-323,What is the type of software used by attackers 'CharmPower'?,CharmPower is a type of PowerShell-based software.
4.4e-323,Who has used CharmPower since at least 2022?,Magic Hound has used CharmPower since at least 2022.
4.4e-323,Who developed the Cheerscrypt ransomware?,Cheerscrypt was developed by Cinnamon Tempest.
4.4e-323,What is the origin of the Cheerscrypt ransomware?,Cheerscrypt was derived from the leaked Babuk source code.
4.4e-323,What is the timeline of Cheerscrypt attacks?,Cheerscrypt has been used in attacks against ESXi and Windows environments since at least 2022.
4.4e-323,What is Cherry Picker?,Cherry Picker is a point of sale (PoS) memory scraper.
4.4e-323,What is the purpose of Cherry Picker?,Cherry Picker is designed to scrape memory from point of sale systems.
4.4e-323,What type of system does Cherry Picker target?,Cherry Picker targets point of sale systems.
4.4e-323,What is China Chopper?,China Chopper is a Web Shell hosted on Web servers to provide access back into an enterprise network.
4.4e-323,What is the purpose of China Chopper?,The purpose of China Chopper is to provide access back into an enterprise network from a Web server.
4.4e-323,How does China Chopper differ from other malware?,China Chopper differs from other malware in that it does not rely on an infected system calling back to a remote command and control server.
4.4e-323,How can data component 'Application Log Content' be used to detect attack technique 'T1505.001: SQL Stored Procedures'?,"Monitor for third-party application logging, messaging, and/or other artifacts that may abuse SQL stored procedures to establish persistent access to systems."
